location,date,total_cases,new_cases
Myanmar,2023-04-06,634085,0
Namibia,2023-04-06,171222,0
Nauru,2023-04-06,5393,0
Nepal,2023-04-06,1001421,0
Netherlands,2023-04-06,8610388,0
New Caledonia,2023-04-06,80048,0
New Zealand,2023-04-06,2206394,0
Nicaragua,2023-04-06,15682,0
Niger,2023-04-06,9513,0
Nigeria,2023-04-06,266665,0
Niue,2023-04-06,747,0
North America,2023-04-06,123603012,0
North Korea,2023-04-06,0,0
North Macedonia,2023-04-06,347810,0
Northern Mariana Islands,2023-04-06,13786,0
Norway,2023-04-06,1481773,0
Oceania,2023-04-06,13844256,0
Oman,2023-04-06,399449,0
Pakistan,2023-04-06,1579704,0
Palau,2023-04-06,5997,0
Palestine,2023-04-06,703228,0
Panama,2023-04-06,1033781,0
Papua New Guinea,2023-04-06,46837,0
Paraguay,2023-04-06,735759,0
Peru,2023-04-06,4492891,0
Philippines,2023-04-06,4081513,0
Pitcairn,2023-04-06,4,0
Poland,2023-04-06,6497724,0
Portugal,2023-04-06,5573493,0
Puerto Rico,2023-04-06,1211779,0
Qatar,2023-04-06,499851,0
Reunion,2023-04-06,494595,0
Romania,2023-04-06,3374825,0
Russia,2023-04-06,22656126,0
Rwanda,2023-04-06,133194,0
Saint Barthelemy,2023-04-06,5478,0
Saint Helena,2023-04-06,2166,0
Saint Kitts and Nevis,2023-04-06,6598,0
Saint Lucia,2023-04-06,30028,0
Saint Martin (French part),2023-04-06,12280,0
Saint Pierre and Miquelon,2023-04-06,3426,0
Saint Vincent and the Grenadines,2023-04-06,9601,0
Samoa,2023-04-06,16675,0
San Marino,2023-04-06,23846,0
Sao Tome and Principe,2023-04-06,6437,0
Saudi Arabia,2023-04-06,834067,0
Senegal,2023-04-06,88973,0
Serbia,2023-04-06,2518952,0
Seychelles,2023-04-06,50937,0
Sierra Leone,2023-04-06,7762,0
Singapore,2023-04-06,2270035,0
Sint Maarten (Dutch part),2023-04-06,11030,0
Slovakia,2023-04-06,1865497,0
Slovenia,2023-04-06,1341251,0
Solomon Islands,2023-04-06,21611,0
Somalia,2023-04-06,27334,0
South Africa,2023-04-06,4072533,0
South America,2023-04-06,68258428,0
South Korea,2023-04-06,30840377,0
South Sudan,2023-04-06,18368,0
Spain,2023-04-06,13869766,0
Sri Lanka,2023-04-06,672076,0
Sudan,2023-04-06,63922,0
Suriname,2023-04-06,82467,0
Sweden,2023-04-06,2701687,0
Switzerland,2023-04-06,4397684,0
Syria,2023-04-06,57423,0
Tajikistan,2023-04-06,17786,0
Tanzania,2023-04-06,42973,0
Thailand,2023-04-06,4728799,0
Togo,2023-04-06,39458,0
Tokelau,2023-04-06,5,0
Tonga,2023-04-06,16814,0
Trinidad and Tobago,2023-04-06,191007,0
Tunisia,2023-04-06,1151832,0
Turkey,2023-04-06,17004677,0
Turkmenistan,2023-04-06,0,0
Turks and Caicos Islands,2023-04-06,6565,0
Tuvalu,2023-04-06,2779,0
Uganda,2023-04-06,170515,0
Ukraine,2023-04-06,5442671,0
United Arab Emirates,2023-04-06,1058000,0
United Kingdom,2023-04-06,24531273,0
United States,2023-04-06,102873924,0
United States Virgin Islands,2023-04-06,24863,0
Upper-middle-income countries,2023-04-06,248915997,0
Uruguay,2023-04-06,1036159,0
Uzbekistan,2023-04-06,169375,0
Vanuatu,2023-04-06,12014,0
Vatican,2023-04-06,26,0
Venezuela,2023-04-06,552398,0
Vietnam,2023-04-06,11527316,0
Wallis and Futuna,2023-04-06,3427,0
World,2023-04-06,761591841,0
Yemen,2023-04-06,11945,0
Zambia,2023-04-06,343566,0
Zimbabwe,2023-04-06,264549,0
Afghanistan,2023-04-05,210628,0
Africa,2023-04-05,13073305,0
Albania,2023-04-05,333883,0
Algeria,2023-04-05,271592,0
American Samoa,2023-04-05,8326,0
Andorra,2023-04-05,47930,0
Angola,2023-04-05,105331,0
Anguilla,2023-04-05,3904,0
Antigua and Barbuda,2023-04-05,9106,0
Argentina,2023-04-05,10044957,0
Armenia,2023-04-05,448458,0
Aruba,2023-04-05,44114,0
Asia,2023-04-05,295403799,0
Australia,2023-04-05,11151489,0
Austria,2023-04-05,6036091,0
Azerbaijan,2023-04-05,829799,0
Bahamas,2023-04-05,37491,0
Bahrain,2023-04-05,696614,0
Bangladesh,2023-04-05,2038038,0
Barbados,2023-04-05,107332,0
Belarus,2023-04-05,994037,0
Belgium,2023-04-05,4780677,0
Belize,2023-04-05,70782,0
Benin,2023-04-05,28014,0
Bermuda,2023-04-05,18849,0
Bhutan,2023-04-05,62649,0
Bolivia,2023-04-05,1195880,0
Bonaire Sint Eustatius and Saba,2023-04-05,11885,0
Bosnia and Herzegovina,2023-04-05,402558,0
Botswana,2023-04-05,329837,0
Brazil,2023-04-05,37258663,0
British Virgin Islands,2023-04-05,7305,0
Brunei,2023-04-05,283345,0
Bulgaria,2023-04-05,1289558,0
Burkina Faso,2023-04-05,22056,0
Burundi,2023-04-05,53706,0
Cambodia,2023-04-05,138725,0
Cameroon,2023-04-05,124834,0
Canada,2023-04-05,4634947,0
Cape Verde,2023-04-05,63260,0
Cayman Islands,2023-04-05,31472,0
Central African Republic,2023-04-05,15367,0
Chad,2023-04-05,7688,0
Chile,2023-04-05,5264330,0
China,2023-04-05,99239166,0
Colombia,2023-04-05,6362312,0
Comoros,2023-04-05,9087,0
Congo,2023-04-05,25143,0
Cook Islands,2023-04-05,7042,0
Costa Rica,2023-04-05,1226315,0
Cote d'Ivoire,2023-04-05,88301,0
Croatia,2023-04-05,1270513,0
Cuba,2023-04-05,1112825,0
Curacao,2023-04-05,45798,0
Cyprus,2023-04-05,655664,0
Czechia,2023-04-05,4634200,0
Democratic Republic of Congo,2023-04-05,95944,0
Denmark,2023-04-05,3408815,0
Djibouti,2023-04-05,15690,0
Dominica,2023-04-05,15760,0
Dominican Republic,2023-04-05,660937,0
East Timor,2023-04-05,23423,0
Ecuador,2023-04-05,1059529,0
Egypt,2023-04-05,515913,0
El Salvador,2023-04-05,201785,0
Equatorial Guinea,2023-04-05,17130,0
Eritrea,2023-04-05,10189,0
Estonia,2023-04-05,599156,0
Eswatini,2023-04-05,74323,0
Ethiopia,2023-04-05,500564,0
Europe,2023-04-05,247409041,0
European Union (27),2023-04-05,182647031,0
Falkland Islands,2023-04-05,1923,0
Faroe Islands,2023-04-05,34658,0
Fiji,2023-04-05,68914,0
Finland,2023-04-05,1469903,0
France,2023-04-05,38645710,0
French Guiana,2023-04-05,98041,0
French Polynesia,2023-04-05,78219,0
Gabon,2023-04-05,48981,0
Gambia,2023-04-05,12622,0
Georgia,2023-04-05,1836098,0
Germany,2023-04-05,38356872,0
Ghana,2023-04-05,171527,0
Gibraltar,2023-04-05,20462,0
Greece,2023-04-05,5268486,0
Greenland,2023-04-05,11971,0
Grenada,2023-04-05,19683,0
Guadeloupe,2023-04-05,202163,0
Guam,2023-04-05,51005,0
Guatemala,2023-04-05,1244812,0
Guernsey,2023-04-05,35235,0
Guinea,2023-04-05,38430,0
Guinea-Bissau,2023-04-05,9350,0
Guyana,2023-04-05,73119,0
Haiti,2023-04-05,34202,0
High-income countries,2023-04-05,418343916,0
Honduras,2023-04-05,472467,0
Hungary,2023-04-05,2199146,0
Iceland,2023-04-05,208548,0
India,2023-04-05,44722605,0
Indonesia,2023-04-05,6747363,0
Iran,2023-04-05,7591621,0
Iraq,2023-04-05,2465545,0
Ireland,2023-04-05,1708139,0
Isle of Man,2023-04-05,38008,0
Israel,2023-04-05,4814698,0
Italy,2023-04-05,25701147,0
Jamaica,2023-04-05,154602,0
Japan,2023-04-05,33462859,0
Jersey,2023-04-05,66391,0
Jordan,2023-04-05,1746997,0
Kazakhstan,2023-04-05,1500936,0
Kenya,2023-04-05,342983,0
Kiribati,2023-04-05,5014,0
Kosovo,2023-04-05,273689,0
Kuwait,2023-04-05,665386,0
Kyrgyzstan,2023-04-05,88719,0
Laos,2023-04-05,218037,0
Latvia,2023-04-05,974475,0
Lebanon,2023-04-05,1234896,0
Lesotho,2023-04-05,34490,0
Liberia,2023-04-05,8090,0
Libya,2023-04-05,507206,0
Liechtenstein,2023-04-05,21458,0
Lithuania,2023-04-05,1314622,0
Low-income countries,2023-04-05,1908819,0
Lower-middle-income countries,2023-04-05,91255769,0
Luxembourg,2023-04-05,381104,0
Madagascar,2023-04-05,68105,0
Malawi,2023-04-05,88616,0
Malaysia,2023-04-05,5052337,0
Maldives,2023-04-05,185810,0
Mali,2023-04-05,33117,0
Malta,2023-04-05,118122,0
Marshall Islands,2023-04-05,16013,0
Martinique,2023-04-05,229479,0
Mauritania,2023-04-05,63515,0
Mauritius,2023-04-05,297760,0
Mayotte,2023-04-05,42008,0
Mexico,2023-04-05,7555581,0
Micronesia (country),2023-04-05,25703,0
Moldova,2023-04-05,618741,0
Monaco,2023-04-05,16705,0
Mongolia,2023-04-05,1007920,0
Montenegro,2023-04-05,249546,0
Montserrat,2023-04-05,1403,0
Morocco,2023-04-05,1272679,0
Mozambique,2023-04-05,233343,0
Myanmar,2023-04-05,634085,0
Namibia,2023-04-05,171222,0
Nauru,2023-04-05,5393,0
Nepal,2023-04-05,1001421,0
Netherlands,2023-04-05,8610388,0
New Caledonia,2023-04-05,80048,0
New Zealand,2023-04-05,2206394,0
Nicaragua,2023-04-05,15682,0
Niger,2023-04-05,9513,0
Nigeria,2023-04-05,266665,0
Niue,2023-04-05,747,0
North America,2023-04-05,123603012,0
North Korea,2023-04-05,0,0
North Macedonia,2023-04-05,347810,0
Northern Mariana Islands,2023-04-05,13786,0
Norway,2023-04-05,1481773,0
Oceania,2023-04-05,13844256,0
Oman,2023-04-05,399449,0
Pakistan,2023-04-05,1579704,0
Palau,2023-04-05,5997,0
Palestine,2023-04-05,703228,0
Panama,2023-04-05,1033781,0
Papua New Guinea,2023-04-05,46837,0
Paraguay,2023-04-05,735759,0
Peru,2023-04-05,4492891,0
Philippines,2023-04-05,4081513,0
Pitcairn,2023-04-05,4,0
Poland,2023-04-05,6497724,0
Portugal,2023-04-05,5573493,0
Puerto Rico,2023-04-05,1211779,0
Qatar,2023-04-05,499851,0
Reunion,2023-04-05,494595,0
Romania,2023-04-05,3374825,0
Russia,2023-04-05,22656126,0
Rwanda,2023-04-05,133194,0
Saint Barthelemy,2023-04-05,5478,0
Saint Helena,2023-04-05,2166,0
Saint Kitts and Nevis,2023-04-05,6598,0
Saint Lucia,2023-04-05,30028,0
Saint Martin (French part),2023-04-05,12280,0
Saint Pierre and Miquelon,2023-04-05,3426,0
Saint Vincent and the Grenadines,2023-04-05,9601,0
Samoa,2023-04-05,16675,0
San Marino,2023-04-05,23846,0
Sao Tome and Principe,2023-04-05,6437,0
Saudi Arabia,2023-04-05,834067,0
Senegal,2023-04-05,88973,0
Serbia,2023-04-05,2518952,0
Seychelles,2023-04-05,50937,0
Sierra Leone,2023-04-05,7762,0
Singapore,2023-04-05,2270035,0
Sint Maarten (Dutch part),2023-04-05,11030,0
Slovakia,2023-04-05,1865497,0
Slovenia,2023-04-05,1341251,0
Solomon Islands,2023-04-05,21611,0
Somalia,2023-04-05,27334,0
South Africa,2023-04-05,4072533,0
South America,2023-04-05,68258428,0
South Korea,2023-04-05,30840377,0
South Sudan,2023-04-05,18368,0
Spain,2023-04-05,13869766,0
Sri Lanka,2023-04-05,672076,0
Sudan,2023-04-05,63922,0
Suriname,2023-04-05,82467,0
Sweden,2023-04-05,2701687,0
Switzerland,2023-04-05,4397684,0
Syria,2023-04-05,57423,0
Tajikistan,2023-04-05,17786,0
Tanzania,2023-04-05,42973,0
Thailand,2023-04-05,4728799,0
Togo,2023-04-05,39458,0
Tokelau,2023-04-05,5,0
Tonga,2023-04-05,16814,0
Trinidad and Tobago,2023-04-05,191007,0
Tunisia,2023-04-05,1151832,0
Turkey,2023-04-05,17004677,0
Turkmenistan,2023-04-05,0,0
Turks and Caicos Islands,2023-04-05,6565,0
Tuvalu,2023-04-05,2779,0
Uganda,2023-04-05,170515,0
Ukraine,2023-04-05,5442671,0
United Arab Emirates,2023-04-05,1058000,0
United Kingdom,2023-04-05,24531273,0
United States,2023-04-05,102873924,0
United States Virgin Islands,2023-04-05,24863,0
Upper-middle-income countries,2023-04-05,248915997,0
Uruguay,2023-04-05,1036159,0
Uzbekistan,2023-04-05,169375,0
Vanuatu,2023-04-05,12014,0
Vatican,2023-04-05,26,0
Venezuela,2023-04-05,552398,0
Vietnam,2023-04-05,11527316,0
Wallis and Futuna,2023-04-05,3427,0
World,2023-04-05,761591841,0
Yemen,2023-04-05,11945,0
Zambia,2023-04-05,343566,0
Zimbabwe,2023-04-05,264549,0
Afghanistan,2023-04-04,210628,0
Africa,2023-04-04,13073305,0
Albania,2023-04-04,333883,0
Algeria,2023-04-04,271592,0
American Samoa,2023-04-04,8326,0
Andorra,2023-04-04,47930,0
Angola,2023-04-04,105331,0
Anguilla,2023-04-04,3904,0
Antigua and Barbuda,2023-04-04,9106,0
Argentina,2023-04-04,10044957,0
Armenia,2023-04-04,448458,0
Aruba,2023-04-04,44114,0
Asia,2023-04-04,295403799,0
Australia,2023-04-04,11151489,0
Austria,2023-04-04,6036091,0
Azerbaijan,2023-04-04,829799,0
Bahamas,2023-04-04,37491,0
Bahrain,2023-04-04,696614,0
Bangladesh,2023-04-04,2038038,0
Barbados,2023-04-04,107332,0
Belarus,2023-04-04,994037,0
Belgium,2023-04-04,4780677,0
Belize,2023-04-04,70782,0
Benin,2023-04-04,28014,0
Bermuda,2023-04-04,18849,0
Bhutan,2023-04-04,62649,0
Bolivia,2023-04-04,1195880,0
Bonaire Sint Eustatius and Saba,2023-04-04,11885,0
Bosnia and Herzegovina,2023-04-04,402558,0
Botswana,2023-04-04,329837,0
Brazil,2023-04-04,37258663,0
British Virgin Islands,2023-04-04,7305,0
Brunei,2023-04-04,283345,0
Bulgaria,2023-04-04,1289558,0
Burkina Faso,2023-04-04,22056,0
Burundi,2023-04-04,53706,0
Cambodia,2023-04-04,138725,0
Cameroon,2023-04-04,124834,0
Canada,2023-04-04,4634947,0
Cape Verde,2023-04-04,63260,0
Cayman Islands,2023-04-04,31472,0
Central African Republic,2023-04-04,15367,0
Chad,2023-04-04,7688,0
Chile,2023-04-04,5264330,0
China,2023-04-04,99239166,0
Colombia,2023-04-04,6362312,0
Comoros,2023-04-04,9087,0
Congo,2023-04-04,25143,0
Cook Islands,2023-04-04,7042,0
Costa Rica,2023-04-04,1226315,0
Cote d'Ivoire,2023-04-04,88301,0
Croatia,2023-04-04,1270513,0
Cuba,2023-04-04,1112825,0
Curacao,2023-04-04,45798,0
Cyprus,2023-04-04,655664,0
Czechia,2023-04-04,4634200,0
Democratic Republic of Congo,2023-04-04,95944,0
Denmark,2023-04-04,3408815,0
Djibouti,2023-04-04,15690,0
Dominica,2023-04-04,15760,0
Dominican Republic,2023-04-04,660937,0
East Timor,2023-04-04,23423,0
Ecuador,2023-04-04,1059529,0
Egypt,2023-04-04,515913,0
El Salvador,2023-04-04,201785,0
Equatorial Guinea,2023-04-04,17130,0
Eritrea,2023-04-04,10189,0
Estonia,2023-04-04,599156,0
Eswatini,2023-04-04,74323,0
Ethiopia,2023-04-04,500564,0
Europe,2023-04-04,247409041,0
European Union (27),2023-04-04,182647031,0
Falkland Islands,2023-04-04,1923,0
Faroe Islands,2023-04-04,34658,0
Fiji,2023-04-04,68914,0
Finland,2023-04-04,1469903,0
France,2023-04-04,38645710,0
French Guiana,2023-04-04,98041,0
French Polynesia,2023-04-04,78219,0
Gabon,2023-04-04,48981,0
Gambia,2023-04-04,12622,0
Georgia,2023-04-04,1836098,0
Germany,2023-04-04,38356872,0
Ghana,2023-04-04,171527,0
Gibraltar,2023-04-04,20462,0
Greece,2023-04-04,5268486,0
Greenland,2023-04-04,11971,0
Grenada,2023-04-04,19683,0
Guadeloupe,2023-04-04,202163,0
Guam,2023-04-04,51005,0
Guatemala,2023-04-04,1244812,0
Guernsey,2023-04-04,35235,0
Guinea,2023-04-04,38430,0
Guinea-Bissau,2023-04-04,9350,0
Guyana,2023-04-04,73119,0
Haiti,2023-04-04,34202,0
High-income countries,2023-04-04,418343916,0
Honduras,2023-04-04,472467,0
Hungary,2023-04-04,2199146,0
Iceland,2023-04-04,208548,0
India,2023-04-04,44722605,0
Indonesia,2023-04-04,6747363,0
Iran,2023-04-04,7591621,0
Iraq,2023-04-04,2465545,0
Ireland,2023-04-04,1708139,0
Isle of Man,2023-04-04,38008,0
Israel,2023-04-04,4814698,0
Italy,2023-04-04,25701147,0
Jamaica,2023-04-04,154602,0
Japan,2023-04-04,33462859,0
Jersey,2023-04-04,66391,0
Jordan,2023-04-04,1746997,0
Kazakhstan,2023-04-04,1500936,0
Kenya,2023-04-04,342983,0
Kiribati,2023-04-04,5014,0
Kosovo,2023-04-04,273689,0
Kuwait,2023-04-04,665386,0
Kyrgyzstan,2023-04-04,88719,0
Laos,2023-04-04,218037,0
Latvia,2023-04-04,974475,0
Lebanon,2023-04-04,1234896,0
Lesotho,2023-04-04,34490,0
Liberia,2023-04-04,8090,0
Libya,2023-04-04,507206,0
Liechtenstein,2023-04-04,21458,0
Lithuania,2023-04-04,1314622,0
Low-income countries,2023-04-04,1908819,0
Lower-middle-income countries,2023-04-04,91255769,0
Luxembourg,2023-04-04,381104,0
Madagascar,2023-04-04,68105,0
Malawi,2023-04-04,88616,0
Malaysia,2023-04-04,5052337,0
Maldives,2023-04-04,185810,0
Mali,2023-04-04,33117,0
Malta,2023-04-04,118122,0
Marshall Islands,2023-04-04,16013,0
Martinique,2023-04-04,229479,0
Mauritania,2023-04-04,63515,0
Mauritius,2023-04-04,297760,0
Mayotte,2023-04-04,42008,0
Mexico,2023-04-04,7555581,0
Micronesia (country),2023-04-04,25703,0
Moldova,2023-04-04,618741,0
Monaco,2023-04-04,16705,0
Mongolia,2023-04-04,1007920,0
Montenegro,2023-04-04,249546,0
Montserrat,2023-04-04,1403,0
Morocco,2023-04-04,1272679,0
Mozambique,2023-04-04,233343,0
Myanmar,2023-04-04,634085,0
Namibia,2023-04-04,171222,0
Nauru,2023-04-04,5393,0
Nepal,2023-04-04,1001421,0
Netherlands,2023-04-04,8610388,0
New Caledonia,2023-04-04,80048,0
New Zealand,2023-04-04,2206394,0
Nicaragua,2023-04-04,15682,0
Niger,2023-04-04,9513,0
Nigeria,2023-04-04,266665,0
Niue,2023-04-04,747,0
North America,2023-04-04,123603012,0
North Korea,2023-04-04,0,0
North Macedonia,2023-04-04,347810,0
Northern Mariana Islands,2023-04-04,13786,0
Norway,2023-04-04,1481773,0
Oceania,2023-04-04,13844256,0
Oman,2023-04-04,399449,0
Pakistan,2023-04-04,1579704,0
Palau,2023-04-04,5997,0
Palestine,2023-04-04,703228,0
Panama,2023-04-04,1033781,0
Papua New Guinea,2023-04-04,46837,0
Paraguay,2023-04-04,735759,0
Peru,2023-04-04,4492891,0
Philippines,2023-04-04,4081513,0
Pitcairn,2023-04-04,4,0
Poland,2023-04-04,6497724,0
Portugal,2023-04-04,5573493,0
Puerto Rico,2023-04-04,1211779,0
Qatar,2023-04-04,499851,0
Reunion,2023-04-04,494595,0
Romania,2023-04-04,3374825,0
Russia,2023-04-04,22656126,0
Rwanda,2023-04-04,133194,0
Saint Barthelemy,2023-04-04,5478,0
Saint Helena,2023-04-04,2166,0
Saint Kitts and Nevis,2023-04-04,6598,0
Saint Lucia,2023-04-04,30028,0
Saint Martin (French part),2023-04-04,12280,0
Saint Pierre and Miquelon,2023-04-04,3426,0
Saint Vincent and the Grenadines,2023-04-04,9601,0
Samoa,2023-04-04,16675,0
San Marino,2023-04-04,23846,0
Sao Tome and Principe,2023-04-04,6437,0
Saudi Arabia,2023-04-04,834067,0
Senegal,2023-04-04,88973,0
Serbia,2023-04-04,2518952,0
Seychelles,2023-04-04,50937,0
Sierra Leone,2023-04-04,7762,0
Singapore,2023-04-04,2270035,0
Sint Maarten (Dutch part),2023-04-04,11030,0
Slovakia,2023-04-04,1865497,0
Slovenia,2023-04-04,1341251,0
Solomon Islands,2023-04-04,21611,0
Somalia,2023-04-04,27334,0
South Africa,2023-04-04,4072533,0
South America,2023-04-04,68258428,0
South Korea,2023-04-04,30840377,0
South Sudan,2023-04-04,18368,0
Spain,2023-04-04,13869766,0
Sri Lanka,2023-04-04,672076,0
Sudan,2023-04-04,63922,0
Suriname,2023-04-04,82467,0
Sweden,2023-04-04,2701687,0
Switzerland,2023-04-04,4397684,0
Syria,2023-04-04,57423,0
Tajikistan,2023-04-04,17786,0
Tanzania,2023-04-04,42973,0
Thailand,2023-04-04,4728799,0
Togo,2023-04-04,39458,0
Tokelau,2023-04-04,5,0
Tonga,2023-04-04,16814,0
Trinidad and Tobago,2023-04-04,191007,0
Tunisia,2023-04-04,1151832,0
Turkey,2023-04-04,17004677,0
Turkmenistan,2023-04-04,0,0
Turks and Caicos Islands,2023-04-04,6565,0
Tuvalu,2023-04-04,2779,0
Uganda,2023-04-04,170515,0
Ukraine,2023-04-04,5442671,0
United Arab Emirates,2023-04-04,1058000,0
United Kingdom,2023-04-04,24531273,0
United States,2023-04-04,102873924,0
United States Virgin Islands,2023-04-04,24863,0
Upper-middle-income countries,2023-04-04,248915997,0
Uruguay,2023-04-04,1036159,0
Uzbekistan,2023-04-04,169375,0
Vanuatu,2023-04-04,12014,0
Vatican,2023-04-04,26,0
Venezuela,2023-04-04,552398,0
Vietnam,2023-04-04,11527316,0
Wallis and Futuna,2023-04-04,3427,0
World,2023-04-04,761591841,0
Yemen,2023-04-04,11945,0
Zambia,2023-04-04,343566,0
Zimbabwe,2023-04-04,264549,0
Afghanistan,2023-04-03,210628,0
Africa,2023-04-03,13073305,0
Albania,2023-04-03,333883,0
Algeria,2023-04-03,271592,0
American Samoa,2023-04-03,8326,0
Andorra,2023-04-03,47930,0
Angola,2023-04-03,105331,0
Anguilla,2023-04-03,3904,0
Antigua and Barbuda,2023-04-03,9106,0
Argentina,2023-04-03,10044957,0
Armenia,2023-04-03,448458,0
Aruba,2023-04-03,44114,0
Asia,2023-04-03,295403799,0
Australia,2023-04-03,11151489,0
Austria,2023-04-03,6036091,0
Azerbaijan,2023-04-03,829799,0
Bahamas,2023-04-03,37491,0
Bahrain,2023-04-03,696614,0
Bangladesh,2023-04-03,2038038,0
Barbados,2023-04-03,107332,0
Belarus,2023-04-03,994037,0
Belgium,2023-04-03,4780677,0
Belize,2023-04-03,70782,0
Benin,2023-04-03,28014,0
Bermuda,2023-04-03,18849,0
Bhutan,2023-04-03,62649,0
Bolivia,2023-04-03,1195880,0
Bonaire Sint Eustatius and Saba,2023-04-03,11885,0
Bosnia and Herzegovina,2023-04-03,402558,0
Botswana,2023-04-03,329837,0
Brazil,2023-04-03,37258663,0
British Virgin Islands,2023-04-03,7305,0
Brunei,2023-04-03,283345,0
Bulgaria,2023-04-03,1289558,0
Burkina Faso,2023-04-03,22056,0
Burundi,2023-04-03,53706,0
Cambodia,2023-04-03,138725,0
Cameroon,2023-04-03,124834,0
Canada,2023-04-03,4634947,0
Cape Verde,2023-04-03,63260,0
Cayman Islands,2023-04-03,31472,0
Central African Republic,2023-04-03,15367,0
Chad,2023-04-03,7688,0
Chile,2023-04-03,5264330,0
China,2023-04-03,99239166,0
Colombia,2023-04-03,6362312,0
Comoros,2023-04-03,9087,0
Congo,2023-04-03,25143,0
Cook Islands,2023-04-03,7042,0
Costa Rica,2023-04-03,1226315,0
Cote d'Ivoire,2023-04-03,88301,0
Croatia,2023-04-03,1270513,0
Cuba,2023-04-03,1112825,0
Curacao,2023-04-03,45798,0
Cyprus,2023-04-03,655664,0
Czechia,2023-04-03,4634200,0
Democratic Republic of Congo,2023-04-03,95944,0
Denmark,2023-04-03,3408815,0
Djibouti,2023-04-03,15690,0
Dominica,2023-04-03,15760,0
Dominican Republic,2023-04-03,660937,0
East Timor,2023-04-03,23423,0
Ecuador,2023-04-03,1059529,0
Egypt,2023-04-03,515913,0
El Salvador,2023-04-03,201785,0
Equatorial Guinea,2023-04-03,17130,0
Eritrea,2023-04-03,10189,0
Estonia,2023-04-03,599156,0
Eswatini,2023-04-03,74323,0
Ethiopia,2023-04-03,500564,0
Europe,2023-04-03,247409041,0
European Union (27),2023-04-03,182647031,0
Falkland Islands,2023-04-03,1923,0
Faroe Islands,2023-04-03,34658,0
Fiji,2023-04-03,68914,0
Finland,2023-04-03,1469903,0
France,2023-04-03,38645710,0
French Guiana,2023-04-03,98041,0
French Polynesia,2023-04-03,78219,0
Gabon,2023-04-03,48981,0
Gambia,2023-04-03,12622,0
Georgia,2023-04-03,1836098,0
Germany,2023-04-03,38356872,0
Ghana,2023-04-03,171527,0
Gibraltar,2023-04-03,20462,0
Greece,2023-04-03,5268486,0
Greenland,2023-04-03,11971,0
Grenada,2023-04-03,19683,0
Guadeloupe,2023-04-03,202163,0
Guam,2023-04-03,51005,0
Guatemala,2023-04-03,1244812,0
Guernsey,2023-04-03,35235,0
Guinea,2023-04-03,38430,0
Guinea-Bissau,2023-04-03,9350,0
Guyana,2023-04-03,73119,0
Haiti,2023-04-03,34202,0
High-income countries,2023-04-03,418343916,0
Honduras,2023-04-03,472467,0
Hungary,2023-04-03,2199146,0
Iceland,2023-04-03,208548,0
India,2023-04-03,44722605,0
Indonesia,2023-04-03,6747363,0
Iran,2023-04-03,7591621,0
Iraq,2023-04-03,2465545,0
Ireland,2023-04-03,1708139,0
Isle of Man,2023-04-03,38008,0
Israel,2023-04-03,4814698,0
Italy,2023-04-03,25701147,0
Jamaica,2023-04-03,154602,0
Japan,2023-04-03,33462859,0
Jersey,2023-04-03,66391,0
Jordan,2023-04-03,1746997,0
Kazakhstan,2023-04-03,1500936,0
Kenya,2023-04-03,342983,0
Kiribati,2023-04-03,5014,0
Kosovo,2023-04-03,273689,0
Kuwait,2023-04-03,665386,0
Kyrgyzstan,2023-04-03,88719,0
Laos,2023-04-03,218037,0
Latvia,2023-04-03,974475,0
Lebanon,2023-04-03,1234896,0
Lesotho,2023-04-03,34490,0
Liberia,2023-04-03,8090,0
Libya,2023-04-03,507206,0
Liechtenstein,2023-04-03,21458,0
Lithuania,2023-04-03,1314622,0
Low-income countries,2023-04-03,1908819,0
Lower-middle-income countries,2023-04-03,91255769,0
Luxembourg,2023-04-03,381104,0
Madagascar,2023-04-03,68105,0
Malawi,2023-04-03,88616,0
Malaysia,2023-04-03,5052337,0
Maldives,2023-04-03,185810,0
Mali,2023-04-03,33117,0
Malta,2023-04-03,118122,0
Marshall Islands,2023-04-03,16013,0
Martinique,2023-04-03,229479,0
Mauritania,2023-04-03,63515,0
Mauritius,2023-04-03,297760,0
Mayotte,2023-04-03,42008,0
Mexico,2023-04-03,7555581,0
Micronesia (country),2023-04-03,25703,0
Moldova,2023-04-03,618741,0
Monaco,2023-04-03,16705,0
Mongolia,2023-04-03,1007920,0
Montenegro,2023-04-03,249546,0
Montserrat,2023-04-03,1403,0
Morocco,2023-04-03,1272679,0
Mozambique,2023-04-03,233343,0
Myanmar,2023-04-03,634085,0
Namibia,2023-04-03,171222,0
Nauru,2023-04-03,5393,0
Nepal,2023-04-03,1001421,0
Netherlands,2023-04-03,8610388,0
New Caledonia,2023-04-03,80048,0
New Zealand,2023-04-03,2206394,0
Nicaragua,2023-04-03,15682,0
Niger,2023-04-03,9513,0
Nigeria,2023-04-03,266665,0
Niue,2023-04-03,747,0
North America,2023-04-03,123603012,0
North Korea,2023-04-03,0,0
North Macedonia,2023-04-03,347810,0
Northern Mariana Islands,2023-04-03,13786,0
Norway,2023-04-03,1481773,0
Oceania,2023-04-03,13844256,0
Oman,2023-04-03,399449,0
Pakistan,2023-04-03,1579704,0
Palau,2023-04-03,5997,0
Palestine,2023-04-03,703228,0
Panama,2023-04-03,1033781,0
Papua New Guinea,2023-04-03,46837,0
