location,date,total_cases,new_cases
East Timor,2022-08-18,23083,0
Ecuador,2022-08-18,982926,0
Egypt,2022-08-18,515198,0
El Salvador,2022-08-18,190818,0
Equatorial Guinea,2022-08-18,16801,0
Eritrea,2022-08-18,10134,0
Estonia,2022-08-18,577540,0
Eswatini,2022-08-18,73326,0
Ethiopia,2022-08-18,492738,0
Europe,2022-08-18,218873453,0
European Union (27),2022-08-18,160328971,0
Falkland Islands,2022-08-18,1867,0
Faroe Islands,2022-08-18,34658,0
Fiji,2022-08-18,67922,0
Finland,2022-08-18,1265978,0
France,2022-08-18,33130794,0
French Guiana,2022-08-18,93277,0
French Polynesia,2022-08-18,76197,0
Gabon,2022-08-18,48635,0
Gambia,2022-08-18,12311,0
Georgia,2022-08-18,1714749,0
Germany,2022-08-18,31589031,0
Ghana,2022-08-18,168457,0
Gibraltar,2022-08-18,20034,0
Greece,2022-08-18,4327902,0
Greenland,2022-08-18,11971,0
Grenada,2022-08-18,18895,0
Guadeloupe,2022-08-18,190054,0
Guam,2022-08-18,47371,0
Guatemala,2022-08-18,1070326,0
Guernsey,2022-08-18,30365,0
Guinea,2022-08-18,37470,0
Guinea-Bissau,2022-08-18,8482,0
Guyana,2022-08-18,70398,0
Haiti,2022-08-18,32942,0
High-income countries,2022-08-18,350795618,0
Honduras,2022-08-18,447365,0
Hungary,2022-08-18,2005399,0
Iceland,2022-08-18,201097,0
India,2022-08-18,44253464,0
Indonesia,2022-08-18,6282774,0
Iran,2022-08-18,7468894,0
Iraq,2022-08-18,2454213,0
Ireland,2022-08-18,1651740,0
Isle of Man,2022-08-18,37794,0
Israel,2022-08-18,4614110,0
Italy,2022-08-18,21480076,0
Jamaica,2022-08-18,147908,0
Japan,2022-08-18,15445279,0
Jersey,2022-08-18,58622,0
Jordan,2022-08-18,1726717,0
Kazakhstan,2022-08-18,1466761,0
Kenya,2022-08-18,337938,0
Kiribati,2022-08-18,3430,0
Kosovo,2022-08-18,266250,0
Kuwait,2022-08-18,656456,0
Kyrgyzstan,2022-08-18,87086,0
Laos,2022-08-18,212323,0
Latvia,2022-08-18,880924,0
Lebanon,2022-08-18,1195784,0
Lesotho,2022-08-18,34251,0
Liberia,2022-08-18,7728,0
Libya,2022-08-18,506178,0
Liechtenstein,2022-08-18,18927,0
Lithuania,2022-08-18,1200715,0
Low-income countries,2022-08-18,1852382,0
Lower-middle-income countries,2022-08-18,89353229,0
Luxembourg,2022-08-18,323166,0
Madagascar,2022-08-18,66599,0
Malawi,2022-08-18,87710,0
Malaysia,2022-08-18,4732502,0
Maldives,2022-08-18,184689,0
Mali,2022-08-18,31244,0
Malta,2022-08-18,113561,0
Marshall Islands,2022-08-18,826,0
Martinique,2022-08-18,213889,0
Mauritania,2022-08-18,62705,0
Mauritius,2022-08-18,253871,0
Mayotte,2022-08-18,39704,0
Mexico,2022-08-18,7015109,0
Micronesia (country),2022-08-18,6881,0
Moldova,2022-08-18,551862,0
Monaco,2022-08-18,14818,0
Mongolia,2022-08-18,966423,0
Montenegro,2022-08-18,229514,0
Montserrat,2022-08-18,1097,0
Morocco,2022-08-18,1263373,0
Mozambique,2022-08-18,229878,0
Myanmar,2022-08-18,614389,0
Namibia,2022-08-18,166598,0
Nauru,2022-08-18,4605,0
Nepal,2022-08-18,993032,0
Netherlands,2022-08-18,8367119,0
New Caledonia,2022-08-18,72362,0
New Zealand,2022-08-18,1673080,0
Nicaragua,2022-08-18,14872,0
Niger,2022-08-18,9138,0
Nigeria,2022-08-18,262520,0
Niue,2022-08-18,60,0
North America,2022-08-18,110589534,0
North Korea,2022-08-18,0,0
North Macedonia,2022-08-18,335381,0
Northern Mariana Islands,2022-08-18,12948,0
Norway,2022-08-18,1458761,0
Oceania,2022-08-18,11468024,0
Oman,2022-08-18,397574,0
Pakistan,2022-08-18,1562307,0
Palau,2022-08-18,5246,0
Palestine,2022-08-18,698384,0
Panama,2022-08-18,966779,0
Papua New Guinea,2022-08-18,44820,0
Paraguay,2022-08-18,712907,0
Peru,2022-08-18,4013831,0
Philippines,2022-08-18,3827759,0
Pitcairn,2022-08-18,4,0
Poland,2022-08-18,6118926,0
Portugal,2022-08-18,5367122,0
Puerto Rico,2022-08-18,951938,0
Qatar,2022-08-18,418622,0
Reunion,2022-08-18,449572,0
Romania,2022-08-18,3154721,0
Russia,2022-08-18,18881958,0
Rwanda,2022-08-18,132355,0
Saint Barthelemy,2022-08-18,5208,0
Saint Helena,2022-08-18,2,0
Saint Kitts and Nevis,2022-08-18,6492,0
Saint Lucia,2022-08-18,28341,0
Saint Martin (French part),2022-08-18,11857,0
Saint Pierre and Miquelon,2022-08-18,3131,0
Saint Vincent and the Grenadines,2022-08-18,9405,0
Samoa,2022-08-18,15693,0
San Marino,2022-08-18,20161,0
Sao Tome and Principe,2022-08-18,6120,0
Saudi Arabia,2022-08-18,811853,0
Senegal,2022-08-18,87752,0
Serbia,2022-08-18,2203039,0
Seychelles,2022-08-18,45692,0
Sierra Leone,2022-08-18,7740,0
Singapore,2022-08-18,1791046,0
Sint Maarten (Dutch part),2022-08-18,10765,0
Slovakia,2022-08-18,1827711,0
Slovenia,2022-08-18,1104175,0
Solomon Islands,2022-08-18,21544,0
Somalia,2022-08-18,27020,0
South Africa,2022-08-18,4008164,0
South America,2022-08-18,62985963,0
South Korea,2022-08-18,21355958,0
South Sudan,2022-08-18,17780,0
Spain,2022-08-18,13401640,0
Sri Lanka,2022-08-18,668012,0
Sudan,2022-08-18,63166,0
Suriname,2022-08-18,80988,0
Sweden,2022-08-18,2556030,0
Switzerland,2022-08-18,3991064,0
Syria,2022-08-18,56700,0
Tajikistan,2022-08-18,17786,0
Tanzania,2022-08-18,38454,0
Thailand,2022-08-18,4620425,0
Togo,2022-08-18,38285,0
Tokelau,2022-08-18,0,0
Tonga,2022-08-18,13405,0
Trinidad and Tobago,2022-08-18,174552,0
Tunisia,2022-08-18,1139241,0
Turkey,2022-08-18,16670982,0
Turkmenistan,2022-08-18,0,0
Turks and Caicos Islands,2022-08-18,6338,0
Tuvalu,2022-08-18,8,0
Uganda,2022-08-18,168655,0
Ukraine,2022-08-18,4993563,0
United Arab Emirates,2022-08-18,1003929,0
United Kingdom,2022-08-18,23445561,0
United States,2022-08-18,91722552,0
United States Virgin Islands,2022-08-18,22135,0
Upper-middle-income countries,2022-08-18,144628328,0
Uruguay,2022-08-18,975264,0
Uzbekistan,2022-08-18,161964,0
Vanuatu,2022-08-18,11734,0
Vatican,2022-08-18,26,0
Venezuela,2022-08-18,539729,0
Vietnam,2022-08-18,11364355,0
Wallis and Futuna,2022-08-18,761,0
World,2022-08-18,587698320,0
Yemen,2022-08-18,11903,0
Zambia,2022-08-18,332014,0
Zimbabwe,2022-08-18,256539,0
Afghanistan,2022-08-17,188831,0
Africa,2022-08-17,12789351,0
Albania,2022-08-17,320086,0
Algeria,2022-08-17,269008,0
American Samoa,2022-08-17,8042,0
Andorra,2022-08-17,45899,0
Angola,2022-08-17,102743,0
Anguilla,2022-08-17,3620,0
Antigua and Barbuda,2022-08-17,8820,0
Argentina,2022-08-17,9633732,0
Armenia,2022-08-17,428648,0
Aruba,2022-08-17,42478,0
Asia,2022-08-17,170991995,0
Australia,2022-08-17,9374876,0
Austria,2022-08-17,4849225,0
Azerbaijan,2022-08-17,804585,0
Bahamas,2022-08-17,36905,0
Bahrain,2022-08-17,666373,0
Bangladesh,2022-08-17,2008870,0
Barbados,2022-08-17,97104,0
Belarus,2022-08-17,994037,0
Belgium,2022-08-17,4463427,0
Belize,2022-08-17,67630,0
Benin,2022-08-17,27316,0
Bermuda,2022-08-17,17556,0
Bhutan,2022-08-17,60779,0
Bolivia,2022-08-17,1076815,0
Bonaire Sint Eustatius and Saba,2022-08-17,10999,0
Bosnia and Herzegovina,2022-08-17,391005,0
Botswana,2022-08-17,325850,0
Brazil,2022-08-17,34148131,0
British Virgin Islands,2022-08-17,7131,0
Brunei,2022-08-17,218259,0
Bulgaria,2022-08-17,1221812,0
Burkina Faso,2022-08-17,21128,0
Burundi,2022-08-17,48002,0
Cambodia,2022-08-17,137207,0
Cameroon,2022-08-17,121652,0
Canada,2022-08-17,4119450,0
Cape Verde,2022-08-17,62253,0
Cayman Islands,2022-08-17,29653,0
Central African Republic,2022-08-17,14835,0
Chad,2022-08-17,7442,0
Chile,2022-08-17,4369706,0
China,2022-08-17,5946156,0
Colombia,2022-08-17,6286392,0
Comoros,2022-08-17,8403,0
Congo,2022-08-17,24821,0
Cook Islands,2022-08-17,6209,0
Costa Rica,2022-08-17,1069162,0
Cote d'Ivoire,2022-08-17,86092,0
Croatia,2022-08-17,1200113,0
Cuba,2022-08-17,1109360,0
Curacao,2022-08-17,45209,0
Cyprus,2022-08-17,571994,0
Czechia,2022-08-17,4324697,0
Democratic Republic of Congo,2022-08-17,92578,0
Denmark,2022-08-17,3253433,0
Djibouti,2022-08-17,15690,0
Dominica,2022-08-17,14852,0
Dominican Republic,2022-08-17,634866,0
East Timor,2022-08-17,23083,0
Ecuador,2022-08-17,982926,0
Egypt,2022-08-17,515198,0
El Salvador,2022-08-17,190818,0
Equatorial Guinea,2022-08-17,16801,0
Eritrea,2022-08-17,10134,0
Estonia,2022-08-17,577540,0
Eswatini,2022-08-17,73326,0
Ethiopia,2022-08-17,492738,0
Europe,2022-08-17,218873453,0
European Union (27),2022-08-17,160328971,0
Falkland Islands,2022-08-17,1867,0
Faroe Islands,2022-08-17,34658,0
Fiji,2022-08-17,67922,0
Finland,2022-08-17,1265978,0
France,2022-08-17,33130794,0
French Guiana,2022-08-17,93277,0
French Polynesia,2022-08-17,76197,0
Gabon,2022-08-17,48635,0
Gambia,2022-08-17,12311,0
Georgia,2022-08-17,1714749,0
Germany,2022-08-17,31589031,0
Ghana,2022-08-17,168457,0
Gibraltar,2022-08-17,20034,0
Greece,2022-08-17,4327902,0
Greenland,2022-08-17,11971,0
Grenada,2022-08-17,18895,0
Guadeloupe,2022-08-17,190054,0
Guam,2022-08-17,47371,0
Guatemala,2022-08-17,1070326,0
Guernsey,2022-08-17,30365,0
Guinea,2022-08-17,37470,0
Guinea-Bissau,2022-08-17,8482,0
Guyana,2022-08-17,70398,0
Haiti,2022-08-17,32942,0
High-income countries,2022-08-17,350795618,0
Honduras,2022-08-17,447365,0
Hungary,2022-08-17,2005399,0
Iceland,2022-08-17,201097,0
India,2022-08-17,44253464,0
Indonesia,2022-08-17,6282774,0
Iran,2022-08-17,7468894,0
Iraq,2022-08-17,2454213,0
Ireland,2022-08-17,1651740,0
Isle of Man,2022-08-17,37794,0
Israel,2022-08-17,4614110,0
Italy,2022-08-17,21480076,0
Jamaica,2022-08-17,147908,0
Japan,2022-08-17,15445279,0
Jersey,2022-08-17,58622,0
Jordan,2022-08-17,1726717,0
Kazakhstan,2022-08-17,1466761,0
Kenya,2022-08-17,337938,0
Kiribati,2022-08-17,3430,0
Kosovo,2022-08-17,266250,0
Kuwait,2022-08-17,656456,0
Kyrgyzstan,2022-08-17,87086,0
Laos,2022-08-17,212323,0
Latvia,2022-08-17,880924,0
Lebanon,2022-08-17,1195784,0
Lesotho,2022-08-17,34251,0
Liberia,2022-08-17,7728,0
Libya,2022-08-17,506178,0
Liechtenstein,2022-08-17,18927,0
Lithuania,2022-08-17,1200715,0
Low-income countries,2022-08-17,1852382,0
Lower-middle-income countries,2022-08-17,89353229,0
Luxembourg,2022-08-17,323166,0
Madagascar,2022-08-17,66599,0
Malawi,2022-08-17,87710,0
Malaysia,2022-08-17,4732502,0
Maldives,2022-08-17,184689,0
Mali,2022-08-17,31244,0
Malta,2022-08-17,113561,0
Marshall Islands,2022-08-17,826,0
Martinique,2022-08-17,213889,0
Mauritania,2022-08-17,62705,0
Mauritius,2022-08-17,253871,0
Mayotte,2022-08-17,39704,0
Mexico,2022-08-17,7015109,0
Micronesia (country),2022-08-17,6881,0
Moldova,2022-08-17,551862,0
Monaco,2022-08-17,14818,0
Mongolia,2022-08-17,966423,0
Montenegro,2022-08-17,229514,0
Montserrat,2022-08-17,1097,0
Morocco,2022-08-17,1263373,0
Mozambique,2022-08-17,229878,0
Myanmar,2022-08-17,614389,0
Namibia,2022-08-17,166598,0
Nauru,2022-08-17,4605,0
Nepal,2022-08-17,993032,0
Netherlands,2022-08-17,8367119,0
New Caledonia,2022-08-17,72362,0
New Zealand,2022-08-17,1673080,0
Nicaragua,2022-08-17,14872,0
Niger,2022-08-17,9138,0
Nigeria,2022-08-17,262520,0
Niue,2022-08-17,60,0
North America,2022-08-17,110589534,0
North Korea,2022-08-17,0,0
North Macedonia,2022-08-17,335381,0
Northern Mariana Islands,2022-08-17,12948,0
Norway,2022-08-17,1458761,0
Oceania,2022-08-17,11468024,0
Oman,2022-08-17,397574,0
Pakistan,2022-08-17,1562307,0
Palau,2022-08-17,5246,0
Palestine,2022-08-17,698384,0
Panama,2022-08-17,966779,0
Papua New Guinea,2022-08-17,44820,0
Paraguay,2022-08-17,712907,0
Peru,2022-08-17,4013831,0
Philippines,2022-08-17,3827759,0
Pitcairn,2022-08-17,4,0
Poland,2022-08-17,6118926,0
Portugal,2022-08-17,5367122,0
Puerto Rico,2022-08-17,951938,0
Qatar,2022-08-17,418622,0
Reunion,2022-08-17,449572,0
Romania,2022-08-17,3154721,0
Russia,2022-08-17,18881958,0
Rwanda,2022-08-17,132355,0
Saint Barthelemy,2022-08-17,5208,0
Saint Helena,2022-08-17,2,0
Saint Kitts and Nevis,2022-08-17,6492,0
Saint Lucia,2022-08-17,28341,0
Saint Martin (French part),2022-08-17,11857,0
Saint Pierre and Miquelon,2022-08-17,3131,0
Saint Vincent and the Grenadines,2022-08-17,9405,0
Samoa,2022-08-17,15693,0
San Marino,2022-08-17,20161,0
Sao Tome and Principe,2022-08-17,6120,0
Saudi Arabia,2022-08-17,811853,0
Senegal,2022-08-17,87752,0
Serbia,2022-08-17,2203039,0
Seychelles,2022-08-17,45692,0
Sierra Leone,2022-08-17,7740,0
Singapore,2022-08-17,1791046,0
Sint Maarten (Dutch part),2022-08-17,10765,0
Slovakia,2022-08-17,1827711,0
Slovenia,2022-08-17,1104175,0
Solomon Islands,2022-08-17,21544,0
Somalia,2022-08-17,27020,0
South Africa,2022-08-17,4008164,0
South America,2022-08-17,62985963,0
South Korea,2022-08-17,21355958,0
South Sudan,2022-08-17,17780,0
Spain,2022-08-17,13401640,0
Sri Lanka,2022-08-17,668012,0
Sudan,2022-08-17,63166,0
Suriname,2022-08-17,80988,0
Sweden,2022-08-17,2556030,0
Switzerland,2022-08-17,3991064,0
Syria,2022-08-17,56700,0
Tajikistan,2022-08-17,17786,0
Tanzania,2022-08-17,38454,0
Thailand,2022-08-17,4620425,0
Togo,2022-08-17,38285,0
Tokelau,2022-08-17,0,0
Tonga,2022-08-17,13405,0
Trinidad and Tobago,2022-08-17,174552,0
Tunisia,2022-08-17,1139241,0
Turkey,2022-08-17,16670982,0
Turkmenistan,2022-08-17,0,0
Turks and Caicos Islands,2022-08-17,6338,0
Tuvalu,2022-08-17,8,0
Uganda,2022-08-17,168655,0
Ukraine,2022-08-17,4993563,0
United Arab Emirates,2022-08-17,1003929,0
United Kingdom,2022-08-17,23445561,0
United States,2022-08-17,91722552,0
United States Virgin Islands,2022-08-17,22135,0
Upper-middle-income countries,2022-08-17,144628328,0
Uruguay,2022-08-17,975264,0
Uzbekistan,2022-08-17,161964,0
Vanuatu,2022-08-17,11734,0
Vatican,2022-08-17,26,0
Venezuela,2022-08-17,539729,0
Vietnam,2022-08-17,11364355,0
Wallis and Futuna,2022-08-17,761,0
World,2022-08-17,587698320,0
Yemen,2022-08-17,11903,0
Zambia,2022-08-17,332014,0
Zimbabwe,2022-08-17,256539,0
Afghanistan,2022-08-16,188831,0
Africa,2022-08-16,12789351,0
Albania,2022-08-16,320086,0
Algeria,2022-08-16,269008,0
American Samoa,2022-08-16,8042,0
Andorra,2022-08-16,45899,0
Angola,2022-08-16,102743,0
Anguilla,2022-08-16,3620,0
Antigua and Barbuda,2022-08-16,8820,0
Argentina,2022-08-16,9633732,0
Armenia,2022-08-16,428648,0
Aruba,2022-08-16,42478,0
Asia,2022-08-16,170991995,0
Australia,2022-08-16,9374876,0
Austria,2022-08-16,4849225,0
Azerbaijan,2022-08-16,804585,0
Bahamas,2022-08-16,36905,0
Bahrain,2022-08-16,666373,0
Bangladesh,2022-08-16,2008870,0
Barbados,2022-08-16,97104,0
Belarus,2022-08-16,994037,0
Belgium,2022-08-16,4463427,0
Belize,2022-08-16,67630,0
Benin,2022-08-16,27316,0
Bermuda,2022-08-16,17556,0
Bhutan,2022-08-16,60779,0
Bolivia,2022-08-16,1076815,0
Bonaire Sint Eustatius and Saba,2022-08-16,10999,0
Bosnia and Herzegovina,2022-08-16,391005,0
Botswana,2022-08-16,325850,0
Brazil,2022-08-16,34148131,0
British Virgin Islands,2022-08-16,7131,0
Brunei,2022-08-16,218259,0
Bulgaria,2022-08-16,1221812,0
Burkina Faso,2022-08-16,21128,0
Burundi,2022-08-16,48002,0
Cambodia,2022-08-16,137207,0
Cameroon,2022-08-16,121652,0
Canada,2022-08-16,4119450,0
Cape Verde,2022-08-16,62253,0
Cayman Islands,2022-08-16,29653,0
Central African Republic,2022-08-16,14835,0
Chad,2022-08-16,7442,0
Chile,2022-08-16,4369706,0
China,2022-08-16,5946156,0
Colombia,2022-08-16,6286392,0
Comoros,2022-08-16,8403,0
Congo,2022-08-16,24821,0
Cook Islands,2022-08-16,6209,0
Costa Rica,2022-08-16,1069162,0
Cote d'Ivoire,2022-08-16,86092,0
Croatia,2022-08-16,1200113,0
Cuba,2022-08-16,1109360,0
Curacao,2022-08-16,45209,0
Cyprus,2022-08-16,571994,0
Czechia,2022-08-16,4324697,0
Democratic Republic of Congo,2022-08-16,92578,0
Denmark,2022-08-16,3253433,0
Djibouti,2022-08-16,15690,0
Dominica,2022-08-16,14852,0
Dominican Republic,2022-08-16,634866,0
East Timor,2022-08-16,23083,0
Ecuador,2022-08-16,982926,0
Egypt,2022-08-16,515198,0
El Salvador,2022-08-16,190818,0
Equatorial Guinea,2022-08-16,16801,0
Eritrea,2022-08-16,10134,0
Estonia,2022-08-16,577540,0
Eswatini,2022-08-16,73326,0
Ethiopia,2022-08-16,492738,0
Europe,2022-08-16,218873453,0
European Union (27),2022-08-16,160328971,0
Falkland Islands,2022-08-16,1867,0
Faroe Islands,2022-08-16,34658,0
Fiji,2022-08-16,67922,0
Finland,2022-08-16,1265978,0
France,2022-08-16,33130794,0
French Guiana,2022-08-16,93277,0
French Polynesia,2022-08-16,76197,0
Gabon,2022-08-16,48635,0
Gambia,2022-08-16,12311,0
Georgia,2022-08-16,1714749,0
Germany,2022-08-16,31589031,0
Ghana,2022-08-16,168457,0
Gibraltar,2022-08-16,20034,0
Greece,2022-08-16,4327902,0
Greenland,2022-08-16,11971,0
Grenada,2022-08-16,18895,0
Guadeloupe,2022-08-16,190054,0
Guam,2022-08-16,47371,0
Guatemala,2022-08-16,1070326,0
Guernsey,2022-08-16,30365,0
Guinea,2022-08-16,37470,0
Guinea-Bissau,2022-08-16,8482,0
Guyana,2022-08-16,70398,0
Haiti,2022-08-16,32942,0
High-income countries,2022-08-16,350795618,0
Honduras,2022-08-16,447365,0
Hungary,2022-08-16,2005399,0
Iceland,2022-08-16,201097,0
India,2022-08-16,44253464,0
Indonesia,2022-08-16,6282774,0
Iran,2022-08-16,7468894,0
Iraq,2022-08-16,2454213,0
Ireland,2022-08-16,1651740,0
Isle of Man,2022-08-16,37794,0
Israel,2022-08-16,4614110,0
Italy,2022-08-16,21480076,0
Jamaica,2022-08-16,147908,0
Japan,2022-08-16,15445279,0
Jersey,2022-08-16,58622,0
Jordan,2022-08-16,1726717,0
Kazakhstan,2022-08-16,1466761,0
Kenya,2022-08-16,337938,0
Kiribati,2022-08-16,3430,0
Kosovo,2022-08-16,266250,0
Kuwait,2022-08-16,656456,0
Kyrgyzstan,2022-08-16,87086,0
Laos,2022-08-16,212323,0
Latvia,2022-08-16,880924,0
Lebanon,2022-08-16,1195784,0
Lesotho,2022-08-16,34251,0
Liberia,2022-08-16,7728,0
Libya,2022-08-16,506178,0
Liechtenstein,2022-08-16,18927,0
Lithuania,2022-08-16,1200715,0
Low-income countries,2022-08-16,1852382,0
Lower-middle-income countries,2022-08-16,89353229,0
Luxembourg,2022-08-16,323166,0
Madagascar,2022-08-16,66599,0
Malawi,2022-08-16,87710,0
Malaysia,2022-08-16,4732502,0
Maldives,2022-08-16,184689,0
Mali,2022-08-16,31244,0
Malta,2022-08-16,113561,0
Marshall Islands,2022-08-16,826,0
Martinique,2022-08-16,213889,0
Mauritania,2022-08-16,62705,0
Mauritius,2022-08-16,253871,0
Mayotte,2022-08-16,39704,0
Mexico,2022-08-16,7015109,0
Micronesia (country),2022-08-16,6881,0
Moldova,2022-08-16,551862,0
Monaco,2022-08-16,14818,0
Mongolia,2022-08-16,966423,0
Montenegro,2022-08-16,229514,0
Montserrat,2022-08-16,1097,0
Morocco,2022-08-16,1263373,0
Mozambique,2022-08-16,229878,0
Myanmar,2022-08-16,614389,0
Namibia,2022-08-16,166598,0
Nauru,2022-08-16,4605,0
Nepal,2022-08-16,993032,0
Netherlands,2022-08-16,8367119,0
New Caledonia,2022-08-16,72362,0
New Zealand,2022-08-16,1673080,0
Nicaragua,2022-08-16,14872,0
Niger,2022-08-16,9138,0
Nigeria,2022-08-16,262520,0
Niue,2022-08-16,60,0
North America,2022-08-16,110589534,0
North Korea,2022-08-16,0,0
North Macedonia,2022-08-16,335381,0
Northern Mariana Islands,2022-08-16,12948,0
Norway,2022-08-16,1458761,0
Oceania,2022-08-16,11468024,0
Oman,2022-08-16,397574,0
Pakistan,2022-08-16,1562307,0
Palau,2022-08-16,5246,0
Palestine,2022-08-16,698384,0
Panama,2022-08-16,966779,0
Papua New Guinea,2022-08-16,44820,0
Paraguay,2022-08-16,712907,0
Peru,2022-08-16,4013831,0
Philippines,2022-08-16,3827759,0
Pitcairn,2022-08-16,4,0
Poland,2022-08-16,6118926,0
Portugal,2022-08-16,5367122,0
Puerto Rico,2022-08-16,951938,0
Qatar,2022-08-16,418622,0
Reunion,2022-08-16,449572,0
Romania,2022-08-16,3154721,0
Russia,2022-08-16,18881958,0
Rwanda,2022-08-16,132355,0
Saint Barthelemy,2022-08-16,5208,0
Saint Helena,2022-08-16,2,0
Saint Kitts and Nevis,2022-08-16,6492,0
Saint Lucia,2022-08-16,28341,0
Saint Martin (French part),2022-08-16,11857,0
Saint Pierre and Miquelon,2022-08-16,3131,0
Saint Vincent and the Grenadines,2022-08-16,9405,0
Samoa,2022-08-16,15693,0
San Marino,2022-08-16,20161,0
Sao Tome and Principe,2022-08-16,6120,0
Saudi Arabia,2022-08-16,811853,0
Senegal,2022-08-16,87752,0
Serbia,2022-08-16,2203039,0
Seychelles,2022-08-16,45692,0
Sierra Leone,2022-08-16,7740,0
Singapore,2022-08-16,1791046,0
Sint Maarten (Dutch part),2022-08-16,10765,0
Slovakia,2022-08-16,1827711,0
Slovenia,2022-08-16,1104175,0
Solomon Islands,2022-08-16,21544,0
Somalia,2022-08-16,27020,0
South Africa,2022-08-16,4008164,0
South America,2022-08-16,62985963,0
South Korea,2022-08-16,21355958,0
South Sudan,2022-08-16,17780,0
Spain,2022-08-16,13401640,0
Sri Lanka,2022-08-16,668012,0
Sudan,2022-08-16,63166,0
Suriname,2022-08-16,80988,0
Sweden,2022-08-16,2556030,0
Switzerland,2022-08-16,3991064,0
Syria,2022-08-16,56700,0
Tajikistan,2022-08-16,17786,0
Tanzania,2022-08-16,38454,0
Thailand,2022-08-16,4620425,0
Togo,2022-08-16,38285,0
Tokelau,2022-08-16,0,0
Tonga,2022-08-16,13405,0
Trinidad and Tobago,2022-08-16,174552,0
Tunisia,2022-08-16,1139241,0
Turkey,2022-08-16,16670982,0
Turkmenistan,2022-08-16,0,0
Turks and Caicos Islands,2022-08-16,6338,0
Tuvalu,2022-08-16,8,0
Uganda,2022-08-16,168655,0
Ukraine,2022-08-16,4993563,0
United Arab Emirates,2022-08-16,1003929,0
United Kingdom,2022-08-16,23445561,0
United States,2022-08-16,91722552,0
United States Virgin Islands,2022-08-16,22135,0
Upper-middle-income countries,2022-08-16,144628328,0
Uruguay,2022-08-16,975264,0
Uzbekistan,2022-08-16,161964,0
Vanuatu,2022-08-16,11734,0
Vatican,2022-08-16,26,0
Venezuela,2022-08-16,539729,0
Vietnam,2022-08-16,11364355,0
Wallis and Futuna,2022-08-16,761,0
World,2022-08-16,587698320,0
Yemen,2022-08-16,11903,0
Zambia,2022-08-16,332014,0
Zimbabwe,2022-08-16,256539,0
Afghanistan,2022-08-15,188831,0
Africa,2022-08-15,12789351,0
Albania,2022-08-15,320086,0
Algeria,2022-08-15,269008,0
American Samoa,2022-08-15,8042,0
Andorra,2022-08-15,45899,0
Angola,2022-08-15,102743,0
Anguilla,2022-08-15,3620,0
Antigua and Barbuda,2022-08-15,8820,0
Argentina,2022-08-15,9633732,0
Armenia,2022-08-15,428648,0
Aruba,2022-08-15,42478,0
Asia,2022-08-15,170991995,0
Australia,2022-08-15,9374876,0
Austria,2022-08-15,4849225,0
Azerbaijan,2022-08-15,804585,0
Bahamas,2022-08-15,36905,0
Bahrain,2022-08-15,666373,0
Bangladesh,2022-08-15,2008870,0
Barbados,2022-08-15,97104,0
Belarus,2022-08-15,994037,0
Belgium,2022-08-15,4463427,0
Belize,2022-08-15,67630,0
Benin,2022-08-15,27316,0
Bermuda,2022-08-15,17556,0
Bhutan,2022-08-15,60779,0
Bolivia,2022-08-15,1076815,0
Bonaire Sint Eustatius and Saba,2022-08-15,10999,0
Bosnia and Herzegovina,2022-08-15,391005,0
Botswana,2022-08-15,325850,0
Brazil,2022-08-15,34148131,0
British Virgin Islands,2022-08-15,7131,0
Brunei,2022-08-15,218259,0
Bulgaria,2022-08-15,1221812,0
Burkina Faso,2022-08-15,21128,0
Burundi,2022-08-15,48002,0
Cambodia,2022-08-15,137207,0
Cameroon,2022-08-15,121652,0
Canada,2022-08-15,4119450,0
Cape Verde,2022-08-15,62253,0
Cayman Islands,2022-08-15,29653,0
Central African Republic,2022-08-15,14835,0
Chad,2022-08-15,7442,0
Chile,2022-08-15,4369706,0
China,2022-08-15,5946156,0
Colombia,2022-08-15,6286392,0
Comoros,2022-08-15,8403,0
Congo,2022-08-15,24821,0
Cook Islands,2022-08-15,6209,0
Costa Rica,2022-08-15,1069162,0
Cote d'Ivoire,2022-08-15,86092,0
Croatia,2022-08-15,1200113,0
Cuba,2022-08-15,1109360,0
Curacao,2022-08-15,45209,0
Cyprus,2022-08-15,571994,0
Czechia,2022-08-15,4324697,0
Democratic Republic of Congo,2022-08-15,92578,0
Denmark,2022-08-15,3253433,0
Djibouti,2022-08-15,15690,0
Dominica,2022-08-15,14852,0
Dominican Republic,2022-08-15,634866,0
East Timor,2022-08-15,23083,0
Ecuador,2022-08-15,982926,0
Egypt,2022-08-15,515198,0
El Salvador,2022-08-15,190818,0
Equatorial Guinea,2022-08-15,16801,0
Eritrea,2022-08-15,10134,0
Estonia,2022-08-15,577540,0
Eswatini,2022-08-15,73326,0
Ethiopia,2022-08-15,492738,0
Europe,2022-08-15,218873453,0
European Union (27),2022-08-15,160328971,0
Falkland Islands,2022-08-15,1867,0
Faroe Islands,2022-08-15,34658,0
Fiji,2022-08-15,67922,0
Finland,2022-08-15,1265978,0
France,2022-08-15,33130794,0
French Guiana,2022-08-15,93277,0
French Polynesia,2022-08-15,76197,0
Gabon,2022-08-15,48635,0
Gambia,2022-08-15,12311,0
Georgia,2022-08-15,1714749,0
Germany,2022-08-15,31589031,0
Ghana,2022-08-15,168457,0
Gibraltar,2022-08-15,20034,0
